carat,cut,color,clarity,x,y,z,depth,table,price
0.51,Ideal,D,VS2,5.17,5.13,3.15,61.2,55,1882
0.5,Premium,G,SI2,5.12,5.09,3.16,61.9,58,1006
0.72,Premium,F,SI1,5.85,5.81,3.49,59.9,58,2742
0.71,Premium,F,SI1,5.69,5.62,3.56,63,59,2381
0.3,Very Good,E,VS2,4.25,4.28,2.67,62.6,58,658
0.5,Ideal,G,VVS1,5.06,5.09,3.14,61.9,58,1883
0.51,Premium,D,VS2,5.24,5.18,3.11,59.7,58,1882
0.51,Good,F,VVS2,5.16,5.21,3.12,60.2,62,1942
0.9,Very Good,J,VS2,6.12,6.06,3.84,63.1,57,2984
1,Ideal,E,SI2,6.32,6.3,3.97,62.9,56,3450
1,Ideal,E,SI2,6.32,6.3,3.97,62.9,56,3450
1,Good,G,SI1,6.27,6.22,3.99,63.9,60,4824
1.2,Premium,G,SI1,6.84,6.75,4.23,62.3,59,6586
0.41,Premium,E,VS1,4.85,4.79,2.88,59.8,61,1153
0.31,Premium,F,VS2,4.39,4.42,2.63,59.7,60,625
0.93,Ideal,I,SI2,6.2,6.22,3.87,62.3,57,3101
1.01,Premium,E,SI1,6.59,6.54,3.82,58.2,59,5366
0.65,Premium,E,SI2,5.54,5.49,3.45,62.6,59,1827
0.66,Good,G,VS1,5.66,5.72,3.35,59,62,2055
0.24,Very Good,H,VVS2,4.01,4.04,2.46,61.3,57,449
0.61,Good,E,VS2,5.41,5.48,3.31,60.8,59,2124
0.52,Ideal,G,VVS2,5.15,5.18,3.18,61.6,56,1784
0.42,Ideal,F,VVS2,4.79,4.82,2.99,62.2,56,1142
1.22,Very Good,J,SI2,6.8,6.75,4.3,63.5,58,3443
0.31,Very Good,I,VS2,4.38,4.42,2.61,59.3,59,406
2.01,Premium,F,SI2,8.26,8.24,4.82,58.4,59,13610
0.4,Ideal,J,IF,4.74,4.71,2.95,62.4,56,1063
0.91,Premium,E,VS1,6.19,6.15,3.87,62.7,59,4969
0.34,Very Good,G,VVS2,4.46,4.5,2.74,61.2,59,775
1.04,Very Good,E,SI1,6.41,6.37,4.06,63.5,56,5381
0.8,Very Good,G,SI2,5.85,5.78,3.67,63.1,59,2451
0.31,Ideal,I,IF,4.37,4.4,2.67,60.9,57,635
0.57,Ideal,F,SI1,5.35,5.3,3.27,61.4,57,1571
1.03,Very Good,D,SI1,6.43,6.47,3.9,60.5,61,5313
2.01,Premium,I,SI2,8.13,8.08,4.86,60,61,13400
0.74,Ideal,I,SI1,5.82,5.86,3.57,61.3,56,2769
1.31,Ideal,F,SI2,7.05,6.98,4.4,62.7,57,6676
1.7,Very Good,H,VVS2,7.61,7.52,4.77,63.1,57,14275
0.7,Premium,H,VS2,5.72,5.65,3.47,61,59,2251
0.44,Ideal,D,VS1,4.88,4.84,3.03,62.3,55,1294
1,Premium,J,SI1,6.27,6.22,3.87,62,62,3276
0.33,Ideal,E,VVS1,4.44,4.47,2.74,61.5,57,984
1.06,Ideal,G,VVS2,6.61,6.66,3.99,60.1,57,8626
0.39,Very Good,G,VS2,4.64,4.68,2.91,62.4,56,787
0.71,Ideal,D,SI2,5.68,5.72,3.55,62.3,56,2416
1.51,Premium,J,VS1,7.31,7.34,4.56,62.3,59,7848
1.53,Premium,F,VS2,7.62,7.56,4.44,58.5,60,14483
2,Good,I,SI1,8.01,7.91,5.09,63.9,57,12554
1.33,Ideal,J,VS1,7.08,7.11,4.35,61.3,57,5852
0.7,Ideal,E,SI2,5.8,5.77,3.5,60.5,56,2375
1.73,Premium,H,SI1,7.71,7.66,4.75,61.8,59,9607
0.78,Ideal,E,VS2,5.99,5.96,3.65,61.1,55,3713
0.5,Ideal,E,SI1,5.09,5.14,3.11,60.8,57,1410
0.96,Premium,F,SI1,6.39,6.35,3.86,60.6,62,4480
1.23,Very Good,F,SI2,6.77,6.79,4.2,61.9,58,6233
0.7,Ideal,G,VVS2,5.74,5.77,3.51,61,56,3205
1.6,Ideal,F,VS2,7.49,7.54,4.66,62,55,18421
1.25,Premium,G,VS2,6.95,6.91,4.24,61.2,57,7948
0.31,Premium,H,VS1,4.34,4.28,2.69,62.4,58,698
0.41,Premium,E,SI2,4.82,4.78,2.88,60,59,876
0.5,Premium,F,SI1,5.12,5.15,3.06,59.6,60,1282
1.03,Ideal,F,VVS2,6.52,6.54,4.04,61.9,53,9131
0.51,Ideal,E,VS2,5.13,5.16,3.16,61.4,57,1656
0.71,Ideal,D,VS2,5.74,5.71,3.58,62.5,55,3161
0.44,Good,D,SI1,4.97,5,2.93,58.8,62,777
0.78,Ideal,D,VS2,5.85,5.88,3.69,62.9,56,3736
0.7,Ideal,J,SI1,5.69,5.82,3.51,61,56,2096
1.03,Ideal,G,SI1,6.54,6.5,3.97,60.9,57,4900
0.51,Ideal,D,SI1,5.15,5.17,3.15,61,56,1431
1.07,Ideal,J,SI1,6.61,6.57,4.01,60.8,56,3775
0.67,Very Good,G,VS2,5.71,5.8,3.41,59.4,59.4,2131
0.52,Premium,G,VS1,5.11,5.08,3.19,62.6,59,1815
0.41,Good,E,SI1,4.73,4.7,3,63.6,56,904
0.33,Ideal,G,VS2,4.41,4.39,2.75,62.5,57,743
0.9,Premium,E,VS2,6.45,6.34,3.71,58,61,4385
1.25,Ideal,H,VS2,6.94,6.97,4.25,61.1,55,8498
1.51,Premium,J,VS1,7.4,7.36,4.58,62.1,58,8524
1.13,Premium,G,VVS2,6.68,6.73,4.12,61.4,58,7875
0.71,Ideal,E,VS1,5.74,5.76,3.56,61.9,54,3212
0.32,Ideal,D,VS2,4.4,4.44,2.77,62.7,57,758
1.03,Ideal,E,SI1,6.48,6.42,4.01,62.2,57,5330
1.39,Ideal,G,IF,7.27,7.21,4.39,60.6,55,13061
0.77,Ideal,F,VS1,5.91,5.95,3.61,60.9,58,3655
0.78,Good,J,SI1,6.01,6.05,3.5,58,62,2035
0.51,Premium,D,VVS2,5.12,5.08,3.14,61.6,59,2087
1.3,Good,J,SI2,6.9,6.94,4.35,62.9,56,5124
1.01,Premium,F,SI2,6.45,6.4,3.96,61.6,58,4497
0.35,Ideal,D,VS2,4.51,4.55,2.8,61.8,56,829
0.32,Premium,I,VS2,4.37,4.42,2.75,62.6,58,449
0.7,Ideal,J,SI1,5.79,5.75,3.47,60.1,59,1949
0.71,Ideal,F,SI1,5.72,5.79,3.53,61.3,57,2699
0.21,Premium,E,SI1,3.89,3.84,2.31,59.8,61,326
1.23,Ideal,H,SI2,6.95,6.94,4.26,61.4,54,5641
1.01,Very Good,E,VS2,6.43,6.47,3.91,60.6,59,7195
0.31,Ideal,D,VS2,4.34,4.31,2.71,62.7,55,942
0.33,Ideal,D,SI2,4.45,4.49,2.74,61.3,56,492
0.31,Premium,G,VVS1,4.31,4.28,2.69,62.6,61,1046
0.72,Very Good,I,VS2,5.72,5.74,3.57,62.1,57.5,2326
0.74,Premium,H,VS1,5.91,5.84,3.56,60.6,60,2744
1,Good,G,VS1,6.34,6.3,4.02,63.6,59,6465
1.14,Very Good,G,VS2,6.67,6.63,4.2,63.2,58,6803
0.59,Premium,H,VVS2,5.42,5.33,3.35,62.3,55,1886
1.19,Ideal,H,VVS2,6.78,6.86,4.2,61.6,56,7651
1.2,Good,E,SI1,6.61,6.67,4.25,64,61,6969
0.74,Ideal,E,SI1,5.8,5.83,3.62,62.3,54,2762
0.34,Ideal,E,SI1,4.5,4.53,2.77,61.4,54,596
2.5,Ideal,J,SI2,8.56,8.5,5.45,63.8,53,15246
0.78,Premium,F,VS2,5.91,5.82,3.67,62.6,58,2874
0.93,Premium,G,VS2,6.21,6.26,3.88,62.2,59,4834
1.23,Ideal,G,VVS2,6.8,6.88,4.27,62.4,55,9921
0.9,Very Good,G,VS2,6.07,6.11,3.87,63.5,62,4081
1.21,Ideal,H,VS1,6.79,6.75,4.19,62,57,5902
1.52,Good,F,VS1,7.25,7.3,4.61,63.4,60,16519
0.34,Ideal,D,VVS1,4.5,4.47,2.76,61.5,56,1211
0.71,Very Good,F,VS1,5.73,5.77,3.52,61.2,57,3045
1.01,Ideal,G,VS2,6.49,6.44,3.86,59.7,57,6024
1.2,Premium,F,SI2,6.96,6.9,4.15,59.9,58,6055
0.37,Premium,D,SI1,4.62,4.68,2.81,60.4,59,681
0.28,Very Good,F,VS2,4.14,4.15,2.6,62.7,58,487
0.7,Ideal,F,VVS1,5.65,5.69,3.54,62.4,55,4341
0.31,Ideal,G,IF,4.38,4.34,2.69,61.7,56,988
0.5,Ideal,G,VVS2,5.05,5.09,3.16,62.3,56,1838
0.7,Very Good,H,VVS1,5.74,5.77,3.48,60.5,60,2788
0.7,Premium,F,SI1,5.7,5.64,3.47,61.2,59,2239
0.41,Very Good,G,SI1,4.72,4.74,2.97,62.8,58,671
1.01,Good,E,SI1,6.33,6.36,4.06,64,56,5646
0.4,Very Good,D,VVS2,4.81,4.84,2.82,58.4,60,977
0.42,Very Good,E,VVS2,4.79,4.82,2.98,62.1,56,1167
0.59,Premium,G,SI1,5.44,5.41,3.28,60.5,59,1437
0.3,Ideal,I,VS2,4.3,4.31,2.64,61.3,58,438
0.5,Good,F,VS1,5.18,5.23,3.02,58,61,1415
0.3,Very Good,E,VS2,4.21,4.25,2.65,62.6,62,614
0.33,Ideal,E,VS2,4.47,4.46,2.78,62.3,56,928
1.05,Premium,D,SI1,6.55,6.5,4.02,61.6,61,5351
1.01,Premium,I,SI2,6.4,6.34,3.93,61.7,60,3818
1.14,Ideal,G,IF,6.81,6.91,4.05,59,59,12458
0.42,Premium,D,VS1,4.79,4.85,2.93,60.8,59,1179
0.56,Premium,E,VS2,5.3,5.27,3.28,62.1,57,1915
0.41,Ideal,J,VS2,4.72,4.75,2.95,62.2,54.4,637
0.51,Good,E,SI1,5.12,5.05,3.27,64.3,55,1624
1.7,Good,H,VS2,7.48,7.58,4.71,62.5,59,12723
1.01,Ideal,E,VS2,6.49,6.52,3.93,60.4,58,7900
0.51,Ideal,G,VS1,5.18,5.24,3.14,60.2,56,1632
0.62,Very Good,H,VS2,5.47,5.5,3.39,61.8,57,1734
1,Very Good,I,SI1,6.44,6.37,3.87,60.4,63,4032
0.36,Ideal,E,VVS2,4.6,4.62,2.85,61.8,54,928
0.9,Very Good,I,VS1,6.06,6.03,3.84,63.5,57,3484
0.59,Ideal,E,VVS2,5.38,5.43,3.35,62,55,2761
0.72,Ideal,G,VS1,5.74,5.78,3.57,62,56,3540
2.04,Premium,H,SI2,8.11,8.06,5.08,62.8,58,14184
1,Premium,F,VVS1,6.39,6.43,3.91,61,60,9724
0.98,Premium,I,I1,6.43,6.3,3.79,59.6,60,2064
0.7,Ideal,I,SI2,5.74,5.77,3.54,61.5,53,1702
0.3,Very Good,D,VS2,4.23,4.26,2.67,62.9,58,710
0.31,Ideal,J,SI2,4.35,4.37,2.71,62.2,54,344
0.57,Ideal,G,VS1,5.32,5.35,3.32,62.3,53.7,1837
0.4,Ideal,H,SI1,4.7,4.66,2.93,62.6,57,855
0.64,Very Good,G,VS2,5.44,5.5,3.43,62.7,59,1873
0.33,Ideal,H,VVS1,4.45,4.48,2.75,61.6,55,730
1.64,Premium,H,SI2,7.58,7.54,4.68,61.9,58,9224
0.7,Premium,D,SI1,5.63,5.58,3.48,62.1,62,2339
0.43,Very Good,E,I1,4.94,5,2.9,58.4,62,555
0.3,Premium,D,VS2,4.27,4.24,2.64,62,62,851
1.01,Ideal,J,SI2,6.43,6.5,4.01,61.9,55.3,4099
0.42,Ideal,H,SI2,4.83,4.85,3,62,54,625
0.6,Good,F,SI1,5.68,5.57,3.21,57.1,61,1599
0.7,Fair,D,SI1,5.56,5.41,3.63,66.2,57,2550
1.11,Ideal,G,VS1,6.68,6.65,4.09,61.4,57,8112
1.04,Ideal,F,VS2,6.52,6.54,3.99,61.1,57,7508
0.71,Ideal,G,VVS2,5.74,5.69,3.52,61.5,56,3504
1.32,Very Good,H,SI1,6.88,6.92,4.38,63.5,57,5717
0.7,Premium,G,VS1,5.73,5.64,3.56,62.6,55,2838
0.3,Ideal,F,VS2,4.35,4.32,2.64,60.9,56,776
0.7,Premium,D,SI2,5.74,5.7,3.33,58.3,61,2167
0.51,Good,G,VVS2,5.27,5.35,3.06,57.6,56,1885
1.24,Premium,H,SI1,7.04,7.01,4.22,60.1,58,6215
0.61,Ideal,G,VVS2,5.42,5.45,3.39,62.4,53.8,2331
0.7,Ideal,D,SI1,5.69,5.74,3.52,61.6,57,3471
0.5,Ideal,E,SI1,5.06,5.1,3.16,62.2,57,1410
1.01,Premium,H,SI2,6.51,6.48,3.89,59.9,59,4242
0.4,Premium,J,IF,4.71,4.68,2.92,62.2,61,1063
0.76,Good,E,SI1,5.76,5.85,3.7,63.7,54,2789
1.05,Very Good,D,SI1,6.5,6.55,4.02,61.6,61,5255
0.3,Premium,F,SI2,4.28,4.33,2.64,61.3,58,394
0.7,Very Good,E,SI1,5.7,5.6,3.58,63.4,56,2318
0.77,Ideal,E,SI1,5.87,5.91,3.68,62.5,56,3000
0.4,Ideal,G,SI2,4.82,4.79,2.91,60.6,56,651
0.93,Good,D,SI1,6.21,6.15,3.94,63.8,59,3812
0.51,Very Good,F,VVS2,5.18,5.21,3.16,60.8,56,2054
1.3,Premium,F,VS1,7.05,7.08,4.31,61,59,10930
0.34,Very Good,H,VVS1,4.44,4.47,2.8,62.9,57,775
0.7,Ideal,H,SI1,5.81,5.79,3.51,60.5,57,2548
1,Fair,H,SI1,6.69,6.64,3.68,55.2,64,3830
0.7,Very Good,F,VS1,5.55,5.59,3.59,64.5,58,2925
0.25,Good,F,VVS1,4.1,4.12,2.43,59.1,60,490
0.34,Very Good,H,VVS1,4.45,4.41,2.8,63.2,58,995
1.1,Premium,H,SI2,6.6,6.69,4.13,62.2,58,4537
2.1,Fair,G,SI2,8.09,7.98,5.21,65,56,11923
0.36,Premium,G,SI1,4.57,4.55,2.82,61.8,59,689
0.3,Ideal,H,SI1,4.3,4.34,2.65,61.3,58,450
0.41,Premium,H,SI1,4.71,4.75,2.92,61.7,60,683
1,Premium,H,SI1,6.41,6.32,3.99,62.7,58,4724
0.7,Ideal,E,VS2,5.72,5.78,3.53,61.4,57,2274
0.8,Ideal,H,IF,5.93,5.99,3.72,62.4,54,3972
2.05,Very Good,G,SI1,8.03,7.96,5.07,63.4,58,12515
0.34,Ideal,F,VVS1,4.5,4.53,2.76,61.1,56,1174
0.53,Ideal,F,SI1,5.18,5.21,3.24,62.4,57,1268
0.67,Very Good,G,VS2,5.61,5.64,3.4,60.4,61,2080
1.03,Fair,I,SI2,6.42,6.35,4.16,65.2,56,3530
1.75,Very Good,E,SI1,7.74,7.82,4.69,60.3,61,15255
0.73,Ideal,H,IF,5.8,5.82,3.58,61.6,55,3378
0.54,Premium,I,VVS1,5.28,5.22,3.19,60.8,61,1637
0.42,Ideal,D,VVS1,4.79,4.82,2.96,61.6,56,1547
1.53,Premium,F,SI2,7.28,7.34,4.58,62.7,60,9424
0.81,Premium,F,SI1,6.01,5.99,3.66,61,59,3230
0.9,Very Good,F,SI1,6.25,6.32,3.76,59.8,54,4054
0.42,Premium,F,SI1,4.77,4.73,2.99,62.9,57,992
0.37,Ideal,F,VS2,4.59,4.63,2.83,61.4,56,746
0.3,Good,E,VS2,4.24,4.13,2.69,64.2,57,619
0.31,Good,D,SI1,4.24,4.29,2.7,63.3,59,502
0.56,Ideal,F,VS1,5.28,5.32,3.27,61.7,56,1915
2,Fair,H,VS2,7.92,7.87,5.15,65.2,56,12765
1.01,Premium,H,SI1,6.38,6.34,4,62.9,58,3224
0.28,Very Good,H,VVS1,4.17,4.22,2.58,61.5,58,504
0.4,Ideal,I,VS2,4.73,4.79,2.94,61.8,56,639
0.43,Ideal,G,IF,4.86,4.9,2.99,61.3,56,1318
0.35,Ideal,E,VS2,4.54,4.52,2.79,61.6,56,984
0.5,Ideal,D,VS1,5.1,5.14,3.17,61.9,54,1792
1.03,Premium,E,VS1,6.5,6.41,4.03,62.4,58,7919
0.79,Very Good,F,VS1,6.08,6.14,3.58,58.6,57,3398
0.26,Ideal,E,VVS2,4.07,4.09,2.55,62.5,55,564
0.41,Good,D,SI1,4.74,4.77,3.01,63.3,55,738
0.35,Premium,D,VS2,4.58,4.53,2.75,60.4,58,1063
2,Very Good,I,VS2,8.13,8.21,4.86,59.5,62,15510
1.56,Ideal,F,SI2,7.45,7.41,4.58,61.6,56,10396
0.42,Ideal,D,SI1,4.77,4.84,3,62.4,57,810
1.21,Very Good,H,SI1,6.91,6.96,4.19,60.4,58,6892
0.53,Ideal,D,VS2,5.14,5.17,3.21,62.3,56,1857
0.34,Very Good,D,VS2,4.44,4.5,2.81,62.9,56,805
0.3,Premium,I,SI1,4.37,4.33,2.63,60.5,62,506
1.51,Ideal,I,SI2,7.33,7.42,4.51,61.2,58,7362
0.43,Ideal,F,VVS2,4.84,4.82,2.99,61.9,56,1250
1,Premium,E,VS1,6.44,6.42,3.95,61.4,59,7885
1.09,Ideal,D,SI1,6.61,6.65,4.06,61.3,55.9,6532
0.43,Premium,I,IF,4.88,4.83,2.97,61.2,58,1129
0.53,Premium,D,VS2,5.2,5.24,3.21,61.5,58,1857
0.54,Ideal,D,SI1,5.27,5.3,3.21,60.7,56,1662
0.32,Premium,I,SI2,4.48,4.45,2.68,60,58,530
2.17,Ideal,I,SI1,8.38,8.42,5.1,60.7,57,17747
0.56,Ideal,G,VS2,5.33,5.35,3.28,61.4,56,1658
0.29,Very Good,H,VVS2,4.26,4.29,2.61,61.2,56,541
0.31,Very Good,I,VS2,4.34,4.36,2.68,61.5,55,442
1.16,Premium,J,SI1,6.75,6.68,4.18,62.2,58,4326
0.41,Good,E,SI2,4.75,4.68,3.01,63.8,57,818
0.51,Very Good,G,VS2,5.07,5.1,3.17,62.3,59,1438
0.5,Ideal,E,SI1,5.06,5.09,3.14,61.9,60,1337
1.16,Ideal,G,VS2,6.72,6.66,4.17,62.3,57,7203
0.72,Ideal,J,SI2,5.77,5.81,3.57,61.7,55,1926
0.41,Very Good,E,VS2,4.71,4.74,2.99,63.3,56,910
0.75,Very Good,F,VVS2,5.85,5.9,3.59,61.1,55,3551
0.3,Ideal,F,IF,4.32,4.35,2.64,60.9,56,892
0.56,Ideal,F,VS2,5.34,5.37,3.28,61.3,54,1723
0.3,Good,H,VVS1,4.28,4.34,2.72,63.1,54,638
0.54,Very Good,H,VS2,5.16,5.19,3.24,62.6,58,1338
0.32,Premium,E,VS2,4.4,4.43,2.7,61.2,59,702
1.5,Very Good,D,SI1,7.16,7.25,4.57,63.4,58,11352
0.78,Ideal,D,VS2,5.87,5.97,3.68,62.2,55,3864
0.71,Very Good,I,SI2,5.64,5.67,3.6,63.7,57,1875
0.32,Ideal,G,VVS1,4.46,4.48,2.73,61.1,55,796
0.31,Ideal,G,VS1,4.37,4.36,2.7,61.9,55,749
0.33,Ideal,F,VS2,4.45,4.41,2.76,62.3,56,854
0.5,Very Good,E,SI1,5.09,5.13,3.1,60.7,58,1351
0.24,Very Good,E,VVS1,4,4.02,2.43,60.6,59,521
0.51,Very Good,D,SI1,5.07,5.02,3.2,63.4,59,1237
0.71,Premium,D,VS2,5.72,5.68,3.54,62.1,60,2950
0.73,Premium,E,VS1,5.75,5.68,3.58,62.6,60,2826
0.7,Good,G,VS1,5.59,5.64,3.61,64.3,57,2625
0.71,Good,I,SI1,5.71,5.79,3.45,60,64,1651
0.58,Ideal,D,VS1,5.34,5.37,3.31,61.8,56,2211
1.56,Premium,H,VS2,7.3,7.33,4.57,62.5,59,10702
0.33,Premium,I,VVS2,4.47,4.41,2.76,62.2,59,743
0.26,Very Good,E,VS1,4.09,4.12,2.49,60.7,59,453
1.7,Good,H,VVS2,7.52,7.61,4.77,63.1,57,14146
1.21,Premium,F,VS1,6.84,6.77,4.19,61.6,59,9107
1.13,Ideal,H,VVS2,6.89,6.77,4.08,59.7,59,7108
0.3,Premium,H,VVS1,4.35,4.38,2.65,60.7,58,620
0.33,Ideal,G,VS1,4.45,4.42,2.74,61.8,56,854
0.51,Good,G,VS2,5.1,5.07,3.25,63.9,56,1443
1.2,Very Good,I,SI1,6.65,6.58,4.18,63.1,61,4301
0.54,Ideal,G,VS1,5.23,5.25,3.23,61.7,57,1726
0.71,Ideal,G,SI1,5.69,5.74,3.55,62.1,56,2650
0.82,Fair,H,SI1,5.82,5.77,3.76,64.9,58,3057
0.52,Ideal,F,VVS2,5.16,5.2,3.19,61.6,57,2168
1.11,Ideal,I,SI1,6.62,6.67,4.11,61.9,57,4709
0.73,Very Good,F,SI1,5.86,5.89,3.55,60.4,57,2549
0.73,Very Good,G,VS1,5.76,5.83,3.52,60.7,57,2939
0.3,Ideal,E,VS1,4.33,4.3,2.66,61.6,57,936
1.02,Very Good,H,SI1,6.36,6.43,4.06,63.5,56,4703
1.22,Ideal,E,VS1,6.84,6.88,4.24,61.8,56,10823
0.23,Good,F,VS2,3.93,3.84,2.48,63.8,57,447
0.3,Very Good,D,SI1,4.28,4.24,2.69,63.1,56,662
0.71,Ideal,D,SI2,5.77,5.79,3.53,61.1,57,2612
0.3,Ideal,F,VS2,4.29,4.33,2.67,61.9,54,573
1.61,Ideal,H,VS2,7.48,7.52,4.63,61.8,56,13873
0.32,Ideal,E,SI2,4.42,4.39,2.76,62.7,55,576
0.27,Very Good,G,VVS1,4.13,4.15,2.6,62.9,55,566
0.4,Ideal,I,SI1,4.77,4.8,2.93,61.2,55,692
0.44,Ideal,G,VVS1,4.9,4.88,3.01,61.6,56,1294
0.51,Ideal,G,IF,5.18,5.24,3.2,61.4,54,2208
1.21,Good,H,VS1,6.72,6.77,4.27,63.3,58,6748
1.5,Fair,H,I1,7,6.9,4.79,68.9,56,5292
0.81,Very Good,I,VS2,5.84,5.88,3.75,64,60,2714
0.31,Premium,E,SI1,4.4,4.35,2.63,60.1,61,698
0.69,Premium,E,VS2,5.68,5.63,3.45,61,60,2045
0.95,Fair,F,SI2,6.62,6.53,3.68,56,60,2815
1.75,Ideal,I,VS2,7.75,7.82,4.75,61,56,12127
1.02,Ideal,E,VS1,6.59,6.52,3.94,60.1,57,8244
0.32,Very Good,D,SI1,4.5,4.53,2.71,60,56,644
1.01,Ideal,G,SI2,6.48,6.44,4.01,62.1,57,4350
0.51,Very Good,E,VVS2,5.19,5.21,3.12,60,58,2062
0.36,Ideal,H,IF,4.57,4.6,2.86,62.2,54.1,877
0.25,Ideal,F,VS2,3.98,4.01,2.51,62.8,57,436
0.56,Very Good,G,VS2,5.22,5.32,3.31,62.6,58,1605
0.5,Premium,G,VS1,5.13,5.08,3.19,62.5,60,1583
1.1,Very Good,I,VS1,6.63,6.68,4.04,60.8,58.3,5196
0.7,Premium,J,VS1,5.68,5.74,3.54,62,58,1657
0.71,Very Good,G,VS2,5.67,5.63,3.59,63.5,59,2137
0.4,Premium,D,SI2,4.73,4.69,2.94,62.4,58,855
0.56,Very Good,H,VS1,5.23,5.28,3.3,62.8,56,1580
1.25,Premium,I,SI1,7.03,6.97,4.18,59.7,59,5390
0.48,Premium,F,SI1,5.06,5,3.05,60.6,62,1110
0.34,Ideal,F,VS2,4.53,4.57,2.8,61.5,55,726
0.58,Ideal,E,VS1,5.34,5.31,3.35,62.9,54,2192
1.01,Very Good,E,SI1,6.3,6.37,4.03,63.6,56,6132
0.54,Ideal,G,VVS2,5.22,5.19,3.23,62.1,56,2090
0.3,Ideal,D,SI1,4.37,4.35,2.66,61,56,709
1.03,Premium,D,VVS2,6.48,6.43,3.98,61.7,59,8623
0.52,Very Good,G,VS2,5.13,5.16,3.24,63,55,1369
0.34,Ideal,E,VVS1,4.46,4.44,2.77,62.2,56,1084
0.3,Ideal,H,IF,4.29,4.31,2.67,62.1,57,764
1.46,Premium,D,SI2,7.32,7.23,4.51,62,55,8683
0.3,Premium,G,VVS2,4.27,4.29,2.68,62.6,58,684
0.96,Fair,F,SI2,6.14,6.12,3.99,65.2,58,3688
0.33,Ideal,E,VS2,4.37,4.43,2.74,62.3,57,723
0.71,Very Good,G,VS1,5.52,5.61,3.52,63.3,59,2768
1.51,Very Good,E,SI2,7.26,7.19,4.58,63.4,59,9513
0.51,Premium,D,SI1,5.18,5.14,3.09,59.9,61,1574
1.22,Very Good,H,SI1,6.79,6.82,4.25,62.5,59,6323
0.38,Ideal,E,VS1,4.67,4.65,2.87,61.6,56,1069
0.3,Premium,H,SI1,4.31,4.28,2.7,62.9,56,540
0.31,Ideal,F,IF,4.37,4.41,2.73,62.2,54,914
0.36,Very Good,E,SI1,4.58,4.62,2.82,61.3,56,631
1.06,Good,F,SI2,6.47,6.53,4.04,62.2,61,4357
0.32,Ideal,G,VVS2,4.44,4.43,2.72,61.3,56,936
0.31,Fair,F,VVS1,4.32,4.37,2.74,63.1,61,740
0.42,Very Good,H,VVS1,4.78,4.81,2.98,62.2,56,1193
0.81,Very Good,G,SI1,5.93,5.98,3.71,62.3,59,3095
1.51,Ideal,H,VS2,7.37,7.33,4.6,62.6,57,10685
1.11,Ideal,H,SI2,6.63,6.67,4.08,61.4,57,4709
1.14,Very Good,H,SI1,6.8,6.86,4.04,59.2,58,4890
0.4,Ideal,E,VS2,4.72,4.75,2.94,62.1,54,854
2.03,Premium,I,VS2,8.22,8.17,4.96,60.5,62,16483
0.31,Very Good,I,VS1,4.31,4.35,2.72,62.8,55,489
1.23,Ideal,I,SI1,6.86,6.91,4.21,61.1,58,6183
0.23,Very Good,H,VVS2,3.93,3.95,2.44,62,55,378
0.97,Very Good,I,SI2,6.34,6.2,3.98,63.4,58,2567
0.72,Ideal,J,SI1,5.73,5.76,3.58,62.3,55,2154
1.75,Ideal,G,VS2,7.72,7.65,4.81,62.6,56,16783
0.54,Ideal,E,SI2,5.3,5.25,3.2,60.7,56,1340
1.21,Premium,I,VS2,6.82,6.79,4.24,62.3,58,5962
0.72,Ideal,I,VVS2,5.75,5.79,3.53,61.2,59,2452
1.01,Premium,F,VVS1,6.39,6.35,4,62.8,58,9412
1.7,Premium,H,SI1,7.54,7.49,4.7,62.5,60,11709
0.5,Very Good,G,VVS1,5.16,5.11,3.06,59.6,63,1987
1.51,Premium,E,SI2,7.57,7.51,4.47,59.3,61,8135
1.02,Ideal,F,VS1,6.5,6.47,3.99,61.5,56,8061
1.01,Premium,H,SI2,6.47,6.41,3.95,61.3,59,4355
0.32,Ideal,E,VS2,4.39,4.36,2.75,62.9,56,900
0.5,Ideal,F,VS2,5.07,5.11,3.15,62,56,1581
0.9,Ideal,I,VS1,6.2,6.23,3.84,61.8,56,3724
2.07,Premium,F,SI2,8.21,8.16,4.97,60.7,59,18611
1.02,Ideal,H,SI2,6.56,6.53,3.96,60.5,60,4225
0.5,Ideal,E,SI2,5.14,5.09,3.14,61.4,57,1240
1,Ideal,H,VVS1,6.37,6.41,3.93,61.5,59,6535
0.31,Ideal,F,VVS1,4.35,4.43,2.65,60.4,59,779
0.37,Good,H,VS2,4.59,4.63,2.91,63.1,55,584
0.33,Ideal,G,IF,4.45,4.43,2.76,62.2,56,1052
0.28,Good,E,VS1,4.15,4.18,2.63,63.1,55,458
0.5,Ideal,G,SI1,5.05,5.09,3.15,62.1,57,1153
0.61,Ideal,G,SI2,5.55,5.51,3.29,59.5,57,1228
0.43,Ideal,F,SI1,4.82,4.84,3.02,62.5,56,760
0.38,Very Good,E,VS2,4.73,4.77,2.81,59.2,60,866
0.3,Ideal,E,VVS2,4.36,4.41,2.66,60.7,57,622
0.79,Ideal,G,SI1,5.98,6.02,3.62,60.3,60,2907
0.31,Good,E,SI1,4.33,4.36,2.74,63.1,55,544
0.31,Ideal,G,IF,4.38,4.42,2.71,61.6,56,891
0.44,Premium,G,VVS2,4.88,4.94,3.01,61.3,60,1081
